"[Setting]"
"Graph","Graph8"
"File Name","E:\??? ???? ???\2.????\MW#01\Auto_0006\SOUND\NL_001_20180913_170920_130dB_0006_0000_ST0001.wav"
"Channel","1"
"Sampling Frequency","48000"
"Calibration","Calibrated"
"Y Label","Pa      "
"Data Time","0d 00:00:40.000"
"Start Time","0d 00:02:50.000"
"End Time","0d 00:03:30.000"
"HPF Cutoff Frequency","----"
"HPF Order","OFF"
"LPF Cutoff Frequency","----"
"LPF Order","OFF"
"Dif-Int Filter","OFF"
"Analysis","Wave"
"Frequency Weighting","Z"
"Time Weighting","F"
"Calc Start Time","0d 00:00:00.000"
"Calc End Time","0d 00:00:00.000"

"[Calc Data]"
"Max","Time of Max","Min","Time of Min","Average","Variance","Root Mean Square"
"-----","-----","-----","-----","-----","-----","-----"

"[Tshort Data]"
"Time","Amplitude"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","129.321675E-3"
"0d 00:02:51.104","129.321675E-3"
"0d 00:02:51.104","129.321675E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","129.321675E-3"
"0d 00:02:51.104","129.321675E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.104","129.321675E-3"
"0d 00:02:51.104","129.321675E-3"
"0d 00:02:51.104","129.321675E-3"
"0d 00:02:51.104","129.321675E-3"
"0d 00:02:51.104","120.700230E-3"
"0d 00:02:51.105","129.321675E-3"
"0d 00:02:51.105","129.321675E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","129.321675E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.105","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","120.700230E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.106","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","112.078785E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.107","103.457340E-3"
"0d 00:02:51.108","103.457340E-3"
"0d 00:02:51.108","103.457340E-3"
"0d 00:02:51.108","103.457340E-3"
"0d 00:02:51.108","103.457340E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","94.835895E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.108","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","94.835895E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","86.214450E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.109","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","77.593005E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.110","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","68.971560E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.111","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","51.728670E-3"
"0d 00:02:51.112","60.350115E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.113","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","43.107225E-3"
"0d 00:02:51.114","43.107225E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.114","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","51.728670E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","34.485780E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.115","34.485780E-3"
"0d 00:02:51.115","43.107225E-3"
"0d 00:02:51.116","43.107225E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","43.107225E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","43.107225E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","43.107225E-3"
"0d 00:02:51.116","43.107225E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","43.107225E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.116","34.485780E-3"
"0d 00:02:51.117","34.485780E-3"
"0d 00:02:51.117","34.485780E-3"
"0d 00:02:51.117","34.485780E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","34.485780E-3"
"0d 00:02:51.117","34.485780E-3"
"0d 00:02:51.117","34.485780E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","17.242890E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
"0d 00:02:51.117","25.864335E-3"
